time_ms,time_ts,phase,pos_steps,pos_ft,vel_fps,acc_fps2,t_ms
1592359,1762292093.731876,ACCEL,37,0.18162,0.12000,0.07251,1592359
1592364,1762292093.731883,ACCEL,37,0.18162,0.12000,0.07251,1592364
1592369,1762292093.731889,ACCEL,37,0.18162,0.12000,0.07251,1592369
1592374,1762292093.731896,ACCEL,37,0.18162,0.12000,0.07251,1592374
1592379,1762292093.731902,ACCEL,37,0.18162,0.12000,0.07251,1592379
1592384,1762292093.731909,ACCEL,37,0.18162,0.12000,0.07251,1592384
1592389,1762292093.731915,ACCEL,37,0.18162,0.12000,0.07251,1592389
1592394,1762292093.731921,ACCEL,37,0.18162,0.12000,0.07251,1592394
1592399,1762292093.731928,ACCEL,37,0.18162,0.12000,0.07251,1592399
1592404,1762292093.731934,ACCEL,38,0.18653,0.12000,0.07265,1592404
1592409,1762292093.731940,ACCEL,38,0.18653,0.12000,0.07265,1592409
1592414,1762292093.731946,ACCEL,38,0.18653,0.12000,0.07265,1592414
1592419,1762292093.731953,ACCEL,38,0.18653,0.12000,0.07265,1592419
1592424,1762292093.731959,ACCEL,38,0.18653,0.12000,0.07265,1592424
1592429,1762292093.731965,ACCEL,38,0.18653,0.12000,0.07265,1592429
1592434,1762292093.731971,ACCEL,38,0.18653,0.12000,0.07265,1592434
1592439,1762292093.731980,ACCEL,38,0.18653,0.12000,0.07265,1592439
1592444,1762292093.731987,ACCEL,39,0.19144,0.12000,0.07278,1592444
1592449,1762292093.731993,ACCEL,39,0.19144,0.12000,0.07278,1592449
1592454,1762292093.731999,ACCEL,39,0.19144,0.12000,0.07278,1592454
1592459,1762292093.732006,ACCEL,39,0.19144,0.12000,0.07278,1592459
1592464,1762292093.732012,ACCEL,39,0.19144,0.12000,0.07278,1592464
1592469,1762292093.732019,ACCEL,39,0.19144,0.12000,0.07278,1592469
1592474,1762292093.732025,ACCEL,39,0.19144,0.12000,0.07278,1592474
1592479,1762292093.732032,ACCEL,39,0.19144,0.12000,0.07278,1592479
1592484,1762292093.732038,ACCEL,40,0.19635,0.12000,0.07292,1592484
1592489,1762292093.732045,ACCEL,40,0.19635,0.12000,0.07292,1592489
1592494,1762292093.732051,ACCEL,40,0.19635,0.12000,0.07292,1592494
